,ID,name,address,rating,rating_number,price_level,lat,lng,open,Sun_open,Sun_close,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thur_open,Thur_close,Fri_open,Fri_close,Sat_open,Sat_close,url,wifi,time_limit,outlet,nearest_bus,bus_distance,nearest_station,station_distance
350,ChIJNwiXwkSpQjQRZ1ETR-QTUCc,月霞 Waha Cafe,"103, Taiwan, Taipei City, Datong District, Guangneng Village, Lane 47, Chifeng St, 3號1樓",4.4,818,2.0,25.0553361,121.5197593,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=2832786036781961575,,,,建成公園,188.44206673152232,中山,306.95201928519924
351,ChIJizl1cj6pQjQR9pTlph-UU7s,D.g coffee,"No. 334號, Section 1, Dihua St, Nanfang Village, Datong District, Taipei City, Taiwan 103",4.1,814,2.0,25.0622092,121.5091733,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=13498295371824469238,,,,臺北橋,219.58935358203982,大橋頭,371.77636026667057
353,ChIJQ97hXQCpQjQRMzXYdwfIKYI,古舕咖啡(Good Time coffee),"No. 198號, Section 2, Chongqing N Rd, Nanfang Village, Datong District, Taipei City, Taiwan 103",4.3,81,,25.0627924,121.5134126,True,09:00:00,17:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,https://maps.google.com/?cid=9379247633376752947,,,,捷運大橋頭站,22.0628767536748,大橋頭,85.26381853143221
356,ChIJAyvfIJqpQjQR5I19JwKbdbY,根元咖啡 elementi,"No. 197號, Section 1, Dihua St, Dayou Village, Datong District, Taipei City, Taiwan 103",4.4,615,,25.059312,121.5096069,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=13147585120732810724,,,,保安街口,185.30908097121196,大橋頭,531.3680014025211
360,ChIJzY-cteipQjQR1IhEukV2qJc,Squeeze Coffee ( Last order is 30 minutes before closing / No socket provided),"No. 65號, Yajiang St, Caiyuan Village, Wanhua District, Taipei City, Taiwan 108",4.8,368,,25.041475,121.501623,True,09:00:00,16:00:00,08:00:00,16:00:00,,,08:00:00,16:00:00,,,,,09:00:00,16:00:00,https://maps.google.com/?cid=10928114537664383188,,,,西門國小(臺大醫院北護分院),57.17610655953348,龍山寺,716.0402372933346
361,ChIJe3lTjT2pQjQRC3cZsyq6xU8,肯都咖啡 Cando Coffee 自烘焙咖啡與甜點,"No. 263號, Kangding Rd, Fufu Village, Wanhua District, Taipei City, Taiwan 108020",4.7,470,,25.034506,121.501228,True,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=5748205191964489483,yes,yes,yes,萬華車站,13.71834516419736,萬華,176.62622867170748
363,ChIJVQZuaqapQjQRBOza54QGrgM,GazeCafe,"108, Taiwan, Taipei City, Wanhua District, Fufu Village, Guangzhou St, 32號1樓",4.6,657,2.0,25.0363918,121.5044547,True,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=265156595956771844,,,,龍山國中,64.98180275969828,龍山寺,506.89467324145585
364,ChIJY2wHW-apQjQRA72XzRlYgO8,旺旺屋 5/15(五) 12：30營業,"No. 26-1號, Lane 287, Kangding Rd, Fufu Village, Wanhua District, Taipei City, Taiwan 108",4.8,328,,25.0340107,121.5019048,True,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,,,11:00:00,18:00:00,11:00:00,18:00:00,https://maps.google.com/?cid=17257890639930440963,,,yes,萬華車站,86.70775327610801,萬華,209.41838178278186
366,ChIJORAIagCpQjQRIsLsekfQeZg,Ramble Cafe,"108015, Taiwan, Taipei City, Wanhua District, Fumin Village, Kangding Rd, 294號1樓",4.8,104,,25.0364448,121.5013512,True,09:00:00,18:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,09:00:00,19:00:00,https://maps.google.com/?cid=10987041771370627618,,,,龍山寺(康定),25.748502247519358,龍山寺,220.06339090485434
367,ChIJqxA-PF-pQjQRbgBJXr5GADU,Pure Coffee,"No. 95-3號, Guangzhou St, Rende Village, Wanhua District, Taipei City, Taiwan 108",4.8,348,,25.0366341,121.5037575,True,11:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=3819130267449753710,yes,,yes,龍山國中,91.09751477502019,龍山寺,447.1982074972526
368,ChIJrdn6PAmpQjQRaclry9PagdY,Somebody Cafe,"108, Taiwan, Taipei City, Wanhua District, Ximen Village, Chengdu Rd, 65號2樓",4.1,1644,2.0,25.042924,121.505745,True,10:00:00,16:30:00,10:00:00,16:30:00,10:00:00,16:30:00,,,,,10:00:00,16:30:00,10:00:00,16:30:00,https://maps.google.com/?cid=15456875999298046313,,yes,,西門市場 (成都),81.7313223045579,西門,289.87559833946284
371,ChIJF-JLRgipQjQRLAig3hau0i8,Cho Café,"No. 113號, Kunming St, Ximen Village, Wanhua District, Taipei City, Taiwan 108",4.3,1133,2.0,25.04201,121.504794,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=3446008078139394092,,,,昆明街(中醫院區),22.5346276309109,西門,392.6959802984949
372,ChIJxzPiMampQjQR7lFBc-z3SSs,九日咖啡（老店）9 Days Coffee,"No. 213號, Guangzhou St, Qingshan Village, Wanhua District, Taipei City, Taiwan 108",4.4,229,1.0,25.036767,121.49916,True,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,11:00:00,22:30:00,https://maps.google.com/?cid=3119296811848782318,,,,龍山寺(西園),55.93628671109837,龍山寺,169.6471066532055
374,ChIJayjDqp6pQjQRgU82MnomvPo,藝趣壹號店 Itchy Cafe,"No. 100號, Guoxing Rd, Xinhe Village, Wanhua District, Taipei City, Taiwan 108",4.7,51,,25.0272737,121.5056269,True,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,,,11:00:00,20:00:00,https://maps.google.com/?cid=18067358111373873025,yes,,,中華南海路口,68.1387237477531,萬華,893.0471087478498
377,ChIJb83QOaypQjQR5YCTuhLIv-c,時報本鋪書店 /咖啡飲品/手作甜點/藝文場地/不限時/免費插座,"108, Taiwan, Taipei City, Wanhua District, Tangbu Village, 和平西路三段240號一樓",4.5,433,2.0,25.0351756,121.4959809,True,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,https://maps.google.com/?cid=16699285926078284005,,,,中國時報,41.75618515327602,龍山寺,363.5568208556152
378,ChIJYUUQ-LepQjQRWrEiF94e4CU,梅笑糧行MAY SHOW CAFE,"108, Taiwan, Taipei City, Wanhua District, Caiyuan Village, Section 1, Xiyuan Rd, 37號1樓",5.0,64,,25.0407142,121.5000323,,,,,,,,,,,,,,,,https://maps.google.com/?cid=2729215313406243162,,,,青山宮,22.19987487154804,龍山寺,603.1972980463014
379,ChIJ24HsbrapQjQR19oLceYlc4M,Joah Coffee,"No. 166號, Dongyuan St, Baode Village, Wanhua District, Taipei City, Taiwan 108",4.6,36,,25.0226115,121.4979533,,,,,,,,,,,,,,,,https://maps.google.com/?cid=9471956112959593175,,,,東園國小,45.93469283380147,萬華,1215.9190502611248
380,ChIJQb3nLA-pQjQRdAFVaVXv8a4,妳有咖啡 neo cafe（每週二.三固定公休）最後點餐時間19:00,"108, Taiwan, Taipei City, Wanhua District, Section 2, Wuchang St, 83-9號號 2F",4.1,1147,2.0,25.0456972,121.5051101,True,10:00:00,20:00:00,10:00:00,20:00:00,,,,,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,https://maps.google.com/?cid=12606119982105166196,yes,yes,,漢口街,35.766635793974515,西門,483.6303390023472
382,ChIJkQMzl--pQjQR38vB_mJne58,巷日咖啡 Hikari Coffee&Dessert,"No. 6號, Alley 2, Lane 171, Hanzhong St, Xinqi Village, Wanhua District, Taipei City, Taiwan 108",4.6,236,,25.0412915,121.5071308,True,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,11:00:00,19:30:00,https://maps.google.com/?cid=11491892549044521951,,,,西門市場(漢中),71.34320850059842,西門,216.8266518739681
384,ChIJReWpcKepQjQRQpw0iY3EBrc,Flux by Fancia (Pet-Friendly),"10850, Taiwan, Taipei City, Wanhua District, Xinqi Village, Section 2, Guiyang St, 7號1樓",4.2,453,2.0,25.0395127,121.506083,True,11:00:00,19:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,https://maps.google.com/?cid=13188444670972435522,yes,,,貴陽街,21.690062796385245,西門,436.572883554873
389,ChIJy9m4yg2pQjQRejTaFslYJDk,19咖啡萬華東園店,"No. 11號, Lane 28, Dongyuan St, Zhongde Village, Wanhua District, Taipei City, Taiwan 108",4.2,89,,25.026776,121.49533,True,01:00:00,21:30:00,06:30:00,00:00:00,,,,,,,,,,,https://maps.google.com/?cid=4117513580018545786,,,,聚福宮,71.2516767712928,萬華,871.85407669885
390,ChIJJbPcpwmpQjQRxCFK-CvIrMI,Fong Da Coffee,"No. 42號, Chengdu Rd, Ximen Village, Wanhua District, Taipei City, Taiwan 108",4.0,6462,2.0,25.042566,121.506354,True,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,08:00:00,21:30:00,https://maps.google.com/?cid=14027807030527009220,,yes,,西門市場 (成都),16.713570017225873,西門,228.05351510727684
391,ChIJrRlVcMKpQjQRq6W_CawhkR4,Daybreak 破曉咖啡 (New Bloom 破土),"No. 110號, Bangka Blvd, Dingshuo Village, Wanhua District, Taipei City, Taiwan 108",4.7,44,,25.0331342,121.5025333,,,,,,,,,,,,,,,,https://maps.google.com/?cid=2202578715542529451,,,,艋舺大道,27.905520561633114,萬華,265.2461761902288
392,ChIJ0RxJ5hKpQjQRvKIaixgBk4I,CAMA CAFE Taipei Wanda Shop,"No. 250號, Wanda Rd, Quande Village, Wanhua District, Taipei City, Taiwan 108",4.7,149,,25.0261863,121.5003303,True,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,08:30:00,16:30:00,https://maps.google.com/?cid=9408865251431719612,,,,德昌街口,115.65126692585817,萬華,804.5377697731722
397,ChIJnxRYZ66pQjQRnGcHDW3tTq0,STARBUCKS Bangka Shop,"No. 24號, Lane 306, Section 1, Xiyuan Rd, Fufu Village, Wanhua District, Taipei City, Taiwan 108",4.5,4229,2.0,25.033525,121.4984501,True,07:30:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:30:00,21:30:00,https://maps.google.com/?cid=12488179869370771356,,,,大理服飾,59.485881728634865,萬華,149.31027119756575
398,ChIJ_RwGSkapQjQRP2pCJHb2CeE,九日咖啡（中華店）9Days Coffee,"No. 204號, Section 1, Zhonghua Rd, Rende Village, Wanhua District, Taipei City, Taiwan 108",4.4,307,,25.0379813,121.5066805,True,10:00:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=16215762920599087679,,,,小南門,17.67305051510497,小南門,475.89943431899354
399,ChIJZYLB_9OpQjQROZS05nPzQBI,LOUISA COFFEE Wanhua Dongyuan Shop,"No. 106號, Dongyuan St, Baode Village, Wanhua District, Taipei City, Taiwan 108",3.4,461,,25.0243181,121.4971226,True,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,07:00:00,21:00:00,https://maps.google.com/?cid=1315318770309567545,,,,保德里,25.290451839434294,萬華,1049.3336472018964
400,ChIJc0dWY9erQjQR8RN1CdS7npE,樂野食,"108, Taiwan, Taipei City, Wanhua District, Wanshou Village, Section 2, Wuchang St, 37號5樓",4.6,4558,2.0,25.0446668,121.5077062,True,10:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,12:00:00,21:30:00,11:00:00,21:30:00,10:00:00,21:30:00,https://maps.google.com/?cid=10493030701185962993,yes,,,漢口中華路口,78.7094811335369,西門,234.80825636804482
401,ChIJQwFcm7upQjQRcvcMCO9yYew,沐湛咖啡-台北店,"No. 502號, Section 2, Zhonghua Rd, Lingxiao Village, Wanhua District, Taipei City, Taiwan 10881",4.3,73,,25.0260215,121.5074947,True,11:00:00,20:00:00,11:00:00,20:00:00,,,11:00:00,19:30:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,19:30:00,https://maps.google.com/?cid=17033021636649744242,,,,國興路口,94.91713575412476,萬華,1121.9208777341623
403,ChIJgaAO3a2pQjQRsNFIp34wAhY,Pa Fei Cafe,"No. 303, Bangka Blvd, Tangbu Village, Wanhua District, Taipei City, Taiwan 108",4.1,16,,25.0331545,121.4964669,True,,,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,,,,,https://maps.google.com/?cid=1585883339318415792,,,,時報大樓,12.612500578568765,萬華,350.591189218837
406,ChIJIV5dCLCpQjQRmqOq_DsdmGw,STARBUCKS Wanhua Xizang Shop,"No. 123號, Xizang Rd, Xinzhong Village, Wanhua District, Taipei City, Taiwan 108",4.2,1448,2.0,25.0295592,121.5025289,True,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,07:00:00,21:30:00,https://maps.google.com/?cid=7825036496035554202,,,,莒光新城,37.86094531611507,萬華,503.7584619292792
410,ChIJYcPDHNWpQjQRFAE3DXJFwyo,LOUISA COFFEE Wanhua Qingnian Park Shop,"108, Taiwan, Taipei City, Wanhua District, Xinhe Village, Qingnian Rd, 14號1樓",3.4,316,,25.0260761,121.5058585,True,07:00:00,20:00:00,07:00:00,20:00:00,07:00:00,20:00:00,07:00:00,20:00:00,07:00:00,20:00:00,07:00:00,20:00:00,07:00:00,20:00:00,https://maps.google.com/?cid=3081382926201848084,,,,青年公園(青年),16.98010227916716,萬華,1011.8333306276066
412,ChIJKzAIQqapQjQRWkQvagL2hJw,青商眼鏡·萬華驗光所,"108, Taiwan, Taipei City, Wanhua District, Fufu Village, Guangzhou St, 32號1F",4.9,60,,25.0363918,121.5044547,True,,,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,https://maps.google.com/?cid=11278409857074414682,,,,龍山國中,64.98180275969828,龍山寺,506.89467324145585
413,ChIJB_wial2pQjQRHZYJmy3ZKNo,職人丼深夜食堂 萬華店,"No. 12號, Lane 35 Dongyuan St., Rishan Village, Wanhua District, Taipei City, Taiwan 108",4.5,648,1.0,25.0273528,121.4961482,True,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,16:00:00,22:00:00,https://maps.google.com/?cid=15720053289234568733,,,,聚福宮,45.916234567704265,萬華,774.6495491114756
416,ChIJQZLWNLGpQjQRBycZaucDziY,萬華阿昌意麵,"No. 4號, Minhe St, Rishan Village, Wanhua District, Taipei City, Taiwan 108",4.2,807,1.0,25.0264064,121.5000946,True,17:00:00,20:00:00,17:00:00,20:00:00,17:00:00,20:00:00,17:00:00,20:00:00,,,17:00:00,20:00:00,17:00:00,20:00:00,https://maps.google.com/?cid=2796176711096018695,,,,德昌街口,142.1985639621799,萬華,779.3087028481864
417,ChIJL59JNa-pQjQR_1irgCehxX0,Enjoy 316 Cafe,"No. 316, Kangding Rd, Fumin Village, Wanhua District, Taipei City, Taiwan 108",3.9,25,,25.0358853,121.5012334,True,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,https://maps.google.com/?cid=9062827016187500799,,,,龍山寺(康定),11.890414417498116,龍山寺,179.52757710786562
418,ChIJr4xRKD-pQjQRva0zChmJdkY,咪嚕咕早午餐,"No. 15號, Lane 46, Dongyuan St, Zhongde Village, Wanhua District, Taipei City, Taiwan 108",4.7,53,,25.0266796,121.4954864,True,09:00:00,19:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,11:00:00,16:00:00,09:00:00,19:00:00,https://maps.google.com/?cid=5077396370545159613,,,,聚福宮,54.23642319245389,萬華,872.7042890281858
420,ChIJITim9NSrQjQR2NcesDQkfug,"Serene Day Cafe (無訂位、不限時咖啡廳、一人作業如不耐久候請勿嘗試、不定期店休請查看IG, FB))","No. 2號, Alley 2, Lane 192, Section 3, Xinglong Rd, Xingde Village, Wenshan District, Taipei City, Taiwan 116",4.6,255,2.0,24.9979863,121.5586584,True,08:00:00,17:00:00,08:00:00,17:00:00,,,,,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,https://maps.google.com/?cid=16752867472576534488,,,yes,臺灣警察專科學校,33.58889211086414,萬芳醫院,168.39383705301083
421,ChIJrfpxNCyrQjQR8vXq80fN1Y8,CBC SPACE 景美咖啡圖書館 Cafe Boven Co-working,"No. 193號, Jingxing Rd, 文山區 Wenshan District, Taipei City, Taiwan 116",4.5,536,2.0,24.9923871,121.5442589,True,08:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,08:00:00,18:00:00,https://maps.google.com/?cid=10364415826381698546,yes,,yes,景美國中,159.34874922672432,景美,353.31416806133797
422,ChIJS0cHdHarQjQRTLl8SE5k1uE,秘徑咖啡Alley's cafe,"No. 3號, Alley 9, Lane 218, Section 5, Roosevelt Rd, Wanlong Village, Wenshan District, Taipei City, Taiwan 116",4.3,499,,25.0016877,121.5384752,True,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=16273304590936226124,,,yes,捷運萬隆站,41.12147383332413,萬隆,57.53054177214422
423,ChIJ9UD9iWurQjQRc0YtWMfYTi8,CINDY 珈琲,"No. 92之1號, Jiukang St, Muzha Village, Wenshan District, Taipei City, Taiwan 116",4.9,66,,24.9904946,121.5672398,True,10:00:00,18:30:00,11:00:00,19:00:00,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,10:00:00,18:30:00,https://maps.google.com/?cid=3408900318655497843,,,yes,華夏六村,81.97397774073852,萬芳社區,903.251335932295
424,ChIJYcxTMAuqQjQR3bv9q3Fsphs,Rebirth cafe心，聚點,"No. 62號, Section 2, Muzha Rd, Mingyi Village, Wenshan District, Taipei City, Taiwan 116",4.8,160,,24.9886177,121.5592328,True,,,10:30:00,19:30:00,10:30:00,19:30:00,10:30:00,19:30:00,10:30:00,19:30:00,10:30:00,19:30:00,,,https://maps.google.com/?cid=1992399120630660061,,,,再興中學,15.403676125171208,萬芳醫院,1202.8637763803965
425,ChIJRbRJ-AOqQjQRjsr8b1s32bw,Rain Sound Coffee,"No. 28號, Jinghua St, Jinghua Village, Wenshan District, Taipei City, Taiwan 116",4.5,538,2.0,24.9949358,121.5426097,True,09:30:00,20:00:00,09:30:00,20:00:00,,,12:00:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,09:30:00,20:00:00,https://maps.google.com/?cid=13607968614937053838,yes,,yes,財政園區,138.19430239630924,景美,282.28584182879945
426,ChIJEV853OYBaDQRBKEWFllq3K8,Cafe Waiting Love,"No. 1號, Ln 44, Yishou St, Zhangxin Village, Wenshan District, Taipei City, Taiwan 116",4.5,2705,2.0,24.9792896,121.556616,True,10:00:00,20:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,20:00:00,10:00:00,20:00:00,https://maps.google.com/?cid=12672120382368948484,,,,景美女中,145.7371636248505,景美,2200.5854811144472
427,ChIJhU7fFACrQjQRTdCxctYPSuc,DoDo Cafe 豆荳先生,"116, Taiwan, Taipei City, Wenshan District, Muzha Village, Alley 1, Lane 48, Section 3, Muzha Rd, 2號1樓",4.8,142,,24.9879696,121.565359,True,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,09:30:00,19:00:00,https://maps.google.com/?cid=16666150784759615565,,,,木柵,126.33609056929052,萬芳社區,1211.119130800994
429,ChIJOVErIr0CaDQR20wOUZl40b8,Portafiltro Coffee。撥啡,"No. 290號, Section 3, Xinglong Rd, Xingde Village, Wenshan District, Taipei City, Taiwan 116",4.8,236,1.0,24.9956412,121.5596705,True,08:00:00,17:00:00,08:00:00,17:00:00,,,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,18:00:00,https://maps.google.com/?cid=13821961331261983963,,,,文山運動中心(興隆),72.28699450210327,萬芳醫院,447.3651477784426
430,ChIJrb5g_aqrQjQR6DHPmDxmPdc,愛你咖啡,"116, Taiwan, Taipei City, Wenshan District, Shunxing Village, Baoyi Rd, 129號之1",4.9,45,,24.9848271,121.5672655,True,12:00:00,18:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,https://maps.google.com/?cid=15509665102181642728,,,,景文中學(臺灣戲曲學院),34.65279835345323,萬芳社區,1529.0983515665996
431,ChIJYxbEViCrQjQRSFR6Yu0P02c,紅窗咖啡（Red Window Coffee）,"No. 6號, Section 3, Zhinan Rd, 文山區 Wenshan District, Taipei City, Taiwan 116",4.9,341,,24.98519,121.5798858,True,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,https://maps.google.com/?cid=7481340918226375752,,,,北政國中,30.901000967108686,動物園,1454.7641080795254
432,ChIJk1Fua2KrQjQRkqjky43F3CQ,Thumbs up cafe 讚👍咖啡,"No. 167之2號, Jinghua St, Xingfu Village, Wenshan District, Taipei City, Taiwan 116",4.9,64,,24.9975667,121.5477853,True,,,10:00:00,18:00:00,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=2656215093043570834,,,,景華街,13.375016143032262,景美,867.6721904252356
439,ChIJ_RA6XQGqQjQRRwNNst0r6F4,Tenshima 天島咖啡,"No. 311號, Section 6, Roosevelt Rd, Jinghua Village, Wenshan District, Taipei City, Taiwan 116",4.4,577,2.0,24.9940566,121.5413908,True,,,10:30:00,17:30:00,10:30:00,17:30:00,10:30:00,17:30:00,10:30:00,17:30:00,10:30:00,17:30:00,10:30:00,17:30:00,https://maps.google.com/?cid=6838764265341256519,,,,捷運景美站,86.08339453537957,景美,132.658829045192
440,ChIJXeRhIwCrQjQRxkfFUoaIolc,Ruins Coffee Roasters Hucun Shop,"No. 36號 萬壽路政大里, 文山區臺北市 Taiwan 116",4.3,243,,24.9882482,121.5789989,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=6314759738022512582,,,,指南山莊,92.0990321843617,動物園,1116.247214665356
443,ChIJ3x9ADACrQjQRuoOTrAP6me4,milu米璐自家烘焙咖啡坊,"No. 251號, Muzha Road, Section 1, Huaxing Village, Wenshan District, Taipei City, Taiwan 116",5.0,38,,24.9880856,121.55283,True,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,,,10:00:00,20:30:00,10:00:00,20:30:00,https://maps.google.com/?cid=17193047946150773690,,,,溝子口(幸福華興),76.95813018829985,景美,1328.1255874411456
447,ChIJtf__NBKqQjQRBPIRUkTmskc,DreamGo Bar咖啡廳,"116, Taiwan, Taipei City, Wenshan District, Xingde Village, Section 3, Xinglong Rd, 56號崇德樓一樓",4.7,53,,24.99843,121.5546238,True,09:00:00,18:30:00,09:00:00,18:30:00,09:00:00,18:30:00,09:00:00,18:30:00,09:00:00,18:30:00,09:00:00,18:30:00,,,https://maps.google.com/?cid=5166444903656452612,yes,,yes,懷恩隧道,130.06049214862213,萬芳醫院,371.67371241658225
449,ChIJsXueGZ-rQjQRZmOEnd0ukqE,云朵咖啡 Windows Cafe,"52號 No, No. 52號興隆路四段105巷明義里文山區臺北市 Taiwan 116",4.6,37,,24.987369,121.562222,True,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,https://maps.google.com/?cid=11642419516071502694,,,,木柵公園,141.77154637483596,萬芳社區,1380.2427678170889
450,ChIJOdr16XuqQjQR9DtwP0olppQ,Apt. Café,"2樓, No. 56號, Section 2, Zhinan Rd, Wanxing Village, Wenshan District, Taipei City, Taiwan 116",4.3,671,2.0,24.9876541,121.5754547,True,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,https://maps.google.com/?cid=10711289764569431028,yes,,yes,政大一,60.96035962395659,木柵,1195.4690709295335
451,ChIJY-V3qN8BaDQRaFa8S-RYLXA,舒咖啡Carefree Coffee,"No. 142號, Section 3, Muxin Rd, Zhangjiao Village, Wenshan District, Taipei City, Taiwan 116",4.4,136,,24.9820774,121.5615497,True,09:30:00,17:30:00,10:30:00,17:30:00,10:30:00,17:30:00,10:30:00,17:30:00,10:30:00,17:30:00,,,09:30:00,17:30:00,https://maps.google.com/?cid=8083214643746330216,,,yes,國泰新村(木新),24.350734335789223,萬芳社區,1947.764293130419
453,ChIJpbe_xEirQjQRbrGqQygQF1w,昇咖啡｜會議包廂・空間租借（包廂預約制）,"No. 14號, Lane 102, Section 3, Muzha Rd, Zhongshun Village, Wenshan District, Taipei City, Taiwan 116",4.2,127,,24.98665,121.5677961,True,10:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,17:00:00,https://maps.google.com/?cid=6635790341073711470,,,,景文中學(臺灣戲曲學院),110.10574414042311,萬芳社區,1325.1305802675818
