,ID,name,address,rating,rating_number,price_level,lat,lng,open,Sun_open,Sun_close,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thur_open,Thur_close,Fri_open,Fri_close,Sat_open,Sat_close,url,wifi,time_limit,outlet,nearest_bus,bus_distance,nearest_station,station_distance
79,ChIJEWcWs66rQjQRPSid4xgfr8A,Le Mani 琢手咖啡 信義店,"No. 23號, Alley 2, Lane 236, Section 5, Zhongxiao E Rd, Guangju Village, Xinyi District, Taipei City, Taiwan 11064",4.3,222,,25.0403784,121.5707662,True,10:30:00,18:00:00,10:30:00,18:00:00,10:30:00,18:00:00,10:30:00,18:00:00,10:30:00,18:00:00,10:30:00,18:00:00,10:30:00,18:00:00,https://maps.google.com/?cid=13884350367964932157,,,yes,市立工農(正門),110.72124636922362,市政府,478.1884854936264
80,ChIJTbRQod2rQjQRum08B-IpGvY,成真咖啡 台北信義寶麗廣場店,"110, Taiwan, Taipei City, Xinyi District, Xingya Village, Songren Rd, 28號B2F",4.7,2124,,25.0396219,121.567641,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=17733532533485497786,yes,,,消防局(松仁),68.88996253068906,市政府,228.113922360442
81,ChIJvU8_KbmrQjQRW5_bCp7WaKs,Zhanlu Coffee (City Hall),"No. 4號, Alley 6, Lane 553, Section 4, Zhongxiao E Rd, Xinren Village, Xinyi District, Taipei City, Taiwan 11072",4.5,1083,2.0,25.0422129,121.5630112,True,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,https://maps.google.com/?cid=12351357952338927451,,,yes,聯合報,100.10700422005087,市政府,334.04336462207505
83,ChIJlxI4ismrQjQRnmAHnozDIug,Woolloomooloo,"110, Taiwan, Taipei City, Xinyi District, Zhongxing Village, 信義路四段379號",4.0,4729,2.0,25.0333036,121.5581173,True,07:30:00,23:00:00,07:30:00,23:00:00,07:30:00,23:00:00,07:30:00,23:00:00,07:30:00,23:00:00,07:30:00,00:00:00,07:30:00,00:00:00,https://maps.google.com/?cid=16727146974721564830,,,,信義光復路口,39.27386040409853,台北101/世貿,438.26858407450607
84,ChIJT7dRIq6rQjQR997I-m_QXxc,CAFE ACME mini｜Taipei 101,"110, Taiwan, Taipei City, Xinyi District, 信義區 Section 5, Xinyi Rd, 7號35樓",4.3,746,2.0,25.0334688,121.5647672,True,10:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=1684293965027270391,,yes,yes,捷運台北101/世貿站 (信義),75.04723476140155,台北101/世貿,240.52218824068387
85,ChIJBdnZf1WrQjQR5FeFgs4TC2M,yet coffee x deep work（不能說話的咖啡廳）,"110, Taiwan, Taipei City, Xinyi District, Sanli Village, Alley 11, Lane 150, Section 5, Xinyi Rd, 1號1樓",4.8,180,,25.0278978,121.5688622,True,10:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,11:00:00,00:00:00,10:00:00,00:00:00,https://maps.google.com/?cid=7136819812172650468,yes,,yes,吳興國小(松仁),101.01328032201819,象山,557.889061309419
89,ChIJg_v_bLOrQjQRWQu2OrP3GCg,大山咖啡店,"No. 1號, Alley 2, Lane 423, Zhuangjing Rd, Sanzhang Village, Xinyi District, Taipei City, Taiwan 110",4.6,633,2.0,25.0276301,121.5668061,True,12:00:00,19:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,10:00:00,18:00:00,10:00:00,18:00:00,12:00:00,19:00:00,https://maps.google.com/?cid=2889331510114388825,,yes,,信義國中(莊敬),109.09749028028092,象山,652.1783871111676
91,ChIJLfHPyr2rQjQRSM3hOuLzSKg,LEAVES Cafe 午葉信義,"No. 3號, Alley 167, Lane 30, Yongji Rd, Xingya Village, Xinyi District, Taipei City, Taiwan 110",4.1,1098,,25.0420261,121.5688949,True,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,https://maps.google.com/?cid=12126210149671095624,,,,消防局 (忠孝),142.32285156308527,市政府,299.08961311289744
93,ChIJ-T0oEOurQjQREMhFzXVQP54,HOHO DRINKS 台北信義,"No. 8號, Alley 16, Lane 559, Section 4, Zhongxiao E Rd, Xinren Village, Xinyi District, Taipei City, Taiwan 110",4.8,628,1.0,25.0422605,121.5641634,True,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,11:00:00,18:00:00,https://maps.google.com/?cid=11402921248410683408,,,,聯合報,157.25173347942746,市政府,232.19850074421709
94,ChIJwXxtkiyrQjQRfkGJadtqaEU,Le Voisin,"110, Taiwan, Taipei City, Xinyi District, Yongchun Village, Lane 287, Songshan Rd, 42號1樓",4.8,168,,25.042836,121.579715,True,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,18:00:00,,,11:00:00,21:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=5001364876795920766,,,,春光公園,88.65594105219144,後山埤,337.3116798125087
95,ChIJ6exNH6arQjQR8Yq6GDf8_tE,Dreamers Coffee Roasters A8 Store,"110, Taiwan, Taipei City, Xinyi District, Xicun Village, Songgao Rd, 12號1 樓",4.2,652,,25.0387919,121.5667334,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=15131809111579724529,,,,消防局 (松仁),158.9743822620116,市政府,266.5927684724796
100,ChIJ4xjH9ierQjQR169ymBtb2Fw,CURISTA COFFEE,"110, Taiwan, Taipei City, Xinyi District, Xicun Village, Songshou Rd, 11號2樓",4.5,226,,25.0365446,121.5672369,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=6690197420538769367,yes,,,松壽路口,90.67546408014458,象山,480.2296522399193
102,ChIJV_BUy3qrQjQRKDEZ3o_zD6Q,UUCAFE 北歐精品咖啡 台北概念店,"110058, Taiwan, Taipei City, Xinyi District, 信義區 Section 1, Keelung Rd, 145號一樓",4.8,120,,25.0427826,121.5656683,True,,,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,10:30:00,16:30:00,https://maps.google.com/?cid=11821935346102907176,,,yes,松山高中 (基隆路),179.99146178992905,市政府,188.3552589275159
103,ChIJeytXpc2rQjQRr5wP80LPwTQ,Congrats Café,"No. 49號, Wenchang St, Yi'an Village, Da’an District, Taipei City, Taiwan 106",4.4,1434,2.0,25.0329519,121.5505806,True,11:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,11:00:00,20:00:00,https://maps.google.com/?cid=3801547446930087087,yes,,yes,捷運信義安和站(信義),83.30951360311651,信義安和,218.10278472288832
104,ChIJQeGuX7mrQjQRb9s9TFfLvfM,WIRED TOKYO Taiwan Xinyi,"5樓, No. 8, Section 5 of Zhongxiao East RoadSection 5 of Zhongxiao E Rd, Xingya Village, Xinyi District, Taipei City, Taiwan 110",3.6,689,2.0,25.0407841,121.5654056,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=17563417697616517999,,,,市府轉運站,32.360928106722724,市政府,79.75994123891381
107,ChIJqVNMY0mpQjQRwVZhht6ieJg,Saturn Landing Turkish Coffee,"110, Taiwan, Taipei City, Xinyi District, Xinglong Village, Lane 42, Yixian Rd, 19號1樓",4.7,1683,2.0,25.0402601,121.5629834,True,12:00:00,20:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,12:00:00,20:00:00,12:00:00,20:00:00,https://maps.google.com/?cid=10986710367591290561,,,,聯合報,110.70195424488078,市政府,328.87355593597044
108,ChIJmfcK4MGrQjQR2yzYvsXmflo,NSFW Pizza & Coffee,"No. 68號, Section 5 of Zhongxiao East RoadSection 5 of Zhongxiao E Rd, Xingya Village, Xinyi District, Taipei City, Taiwan 110",4.6,311,,25.0402374,121.5667248,True,10:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,10:00:00,20:00:00,https://maps.google.com/?cid=6520903047463840987,,,,捷運市政府站,78.34445592971947,市政府,117.12193283201292
109,ChIJh5WOawCrQjQRF9SuYHd4Hws,Bacha Coffee Shin Kong Mitsukoshi A8,"Shin Kong Mitsukoshi Taipei Xinyi Place A8, No, 1FNo. 12松高路信義區臺北市 Taiwan 110",3.8,952,2.0,25.0382241,121.5667909,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=801491712813749271,,,,消防局 (松仁),162.24186809941338,市政府,329.1815650679899
110,ChIJj9j7W2WrQjQR_UgmSg_0jkw,LOST and Found Xinyi Store,"No. 50號, Lane 11, Section 2, Dunhua S Rd, Yi'an Village, Da’an District, Taipei City, Taiwan 106",4.1,859,,25.0324772,121.5512248,True,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,08:00:00,19:00:00,https://maps.google.com/?cid=5516614940081146109,,,,捷運信義安和站(信義),80.33614683899582,信義安和,168.50770930788332
112,ChIJQ5QhAkapQjQRM22D_eJX6Vw,Treellage Life Cafe,"110, Taiwan, Taipei City, Xinyi District, 信義區 Alley 158, Lane 30, Yongji Rd, 13號1樓",4.5,325,,25.042491,121.56819,True,12:00:00,20:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,,,09:00:00,18:00:00,12:00:00,20:00:00,https://maps.google.com/?cid=6694978953490427187,yes,,yes,松山高中(松隆),127.19376187838257,市政府,259.38302111811834
113,ChIJ0x4cdgarQjQRk8gaCXVRM3Q,FLIPPER'S 奇蹟的舒芙蕾鬆餅 統一信義DREAM PLAZA店,"110, Taiwan, Taipei City, Xinyi District, Xingya Village, Songgao Rd, 11號2 樓",4.8,1049,,25.039718,121.5653284,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=8373125695317657747,,yes,,市府轉運站,71.25911885477282,市政府,174.54543683327475
115,ChIJr5dDn9-rQjQR2iQpDBPR_TI,春嶼spring 微風信義店,"110, Taiwan, Taipei City, Xinyi District, Xingya Village, Section 5 of Zhongxiao East RoadSection 5 of Zhongxiao E Rd, 68號4 樓",4.5,41,,25.0405509,121.5671663,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=3674322750742799578,,yes,,捷運市政府站,54.740783696910626,市政府,125.19853330199935
116,ChIJjfcqZ5qrQjQRPZgzO29bhXM,Hoshino Coffee SKM Taipei Xinyi A8 Shop,"110, Taiwan, Taipei City, Xinyi District, Xicun Village, Songgao Rd, 12號2樓",3.2,733,,25.0382389,121.567027,True,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=8324160019556964413,yes,yes,,消防局 (松仁),139.3823004336144,市政府,333.4660298158158
119,ChIJn3Ejo7WrQjQRNGr6hd6YrsA,Cloud 9 Cafe 信義店,"110, Taiwan, Taipei City, Xinyi District, Jingxin Village, Zhuangjing Rd, 208號1樓",4.6,1260,2.0,25.0302868,121.5614789,True,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,https://maps.google.com/?cid=13884202782727760436,,,,景新里,129.2556317318057,台北101/世貿,313.81001247484454
120,ChIJKwLW-2-rQjQREMTkGo_klr0,noon,"No. 2-1號, Lane 142, Rui'an St, Longtu Village, Da’an District, Taipei City, Taiwan 106",4.6,472,2.0,25.0295273,121.5416819,True,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,09:30:00,18:00:00,https://maps.google.com/?cid=13661357822957634576,,,,開平餐飲學校,167.6584168895398,科技大樓,419.7937053274469
121,ChIJh-ZpGCqqQjQREBZ6iOoC-Wg,Coffee Naps 蓁澄咖啡手作坊,"10661, Taiwan, Taipei City, Da’an District, Longsheng Village, Ln. 256, Rui'an St, 29號1樓",4.7,611,2.0,25.0277417,121.5383404,True,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,https://maps.google.com/?cid=7564080255480763920,yes,,yes,和平建國路口,160.67650577814442,科技大樓,547.6973816550449
122,ChIJUcTSlCqqQjQRxgKeev6eUXw,2J Cafe,"No. 9, Lane 79, Section 2, Jianguo S Rd, Longtu Village, Da’an District, Taipei City, Taiwan 106",4.3,2434,2.0,25.0309655,121.538374,True,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=8958115949632684742,,,,建國南路,116.33143761717791,大安森林公園,424.5819210537626
123,ChIJb4yk1iiqQjQRmsoLWtZ9nYQ,Stoppage Time,"No. 30, Alley 15, Lane 96, Section 2, Heping E Rd, Longyuan Village, Da’an District, Taipei City, Taiwan 106",4.4,1362,2.0,25.0232708,121.542277,True,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,https://maps.google.com/?cid=9555932343937256090,,,yes,大安健康服務中心,105.91363473739311,科技大樓,335.4838941701785
124,ChIJeytXpc2rQjQRr5wP80LPwTQ,Congrats Café,"No. 49號, Wenchang St, Yi'an Village, Da’an District, Taipei City, Taiwan 106",4.4,1434,2.0,25.0329519,121.5505806,True,11:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,11:00:00,20:00:00,https://maps.google.com/?cid=3801547446930087087,yes,,yes,捷運信義安和站(信義),83.30951360311651,信義安和,218.10278472288832
125,ChIJS8PFBnypQjQRd1zxLxoO93I,Jack & NaNa coffee store,"No. 11號, Lane 157, Section 1, Heping E Rd, Long'an Village, Da’an District, Taipei City, Taiwan 106",4.6,892,2.0,25.0267324,121.5316226,True,13:00:00,18:30:00,11:00:00,19:00:00,11:00:00,19:00:00,,,11:00:00,19:00:00,11:00:00,19:00:00,13:00:00,18:30:00,https://maps.google.com/?cid=8284105545207602295,,,,溫州街口,115.93320014656776,台電大樓,760.3348309587036
126,ChIJ2WvYcX-pQjQR62iQUsj5j6U,Zhanlu Coffee Daan Shop,"No. 2-1號, Lane 161, Section 1, Xinsheng S Rd, Minzhao Village, Da’an District, Taipei City, Taiwan 106",4.4,1272,2.0,25.0345666,121.5332974,True,10:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,https://maps.google.com/?cid=11930028576701704427,yes,,yes,信義新生路口,104.1533522398643,大安森林公園,228.89621179588318
127,ChIJV3lYki2qQjQR_xzVT7PTvwc,"The Folks (Last Order about 12:40-12:50, please come earlier for your morning coffee! :)","No. 3-1號, Lane 208, Siwei Rd, Qunxian Village, Da’an District, Taipei City, Taiwan 106",4.6,614,2.0,25.026622,121.5476263,True,08:00:00,13:00:00,08:00:00,13:00:00,08:00:00,13:00:00,08:00:00,13:00:00,,,08:00:00,13:00:00,08:00:00,13:00:00,https://maps.google.com/?cid=558397645909204223,,yes,,鳳雛公園,82.29430780991297,科技大樓,424.4775933819304
128,ChIJK_BQd8-rQjQRrrEHdDAOqXM,Tzubi coffee,"No. 24號, Lane 21, Section 1, Anhe Rd, Jianlun Village, Da’an District, Taipei City, Taiwan 106",4.4,926,2.0,25.0393177,121.5515768,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=8334208186693693870,yes,,yes,仁愛安和路口,155.44007147137623,忠孝敦化,322.0538614749722
129,ChIJfclRm-mpQjQRprJZOvX71Hk,Alchemist Daan,"No. 43, Lane 61, Section 2, Hangzhou S Rd, Jintai Village, Da’an District, Taipei City, Taiwan 106",4.3,116,,25.0300066,121.524825,True,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,https://maps.google.com/?cid=8778918604316455590,,,,公企中心,180.06360307745172,古亭,440.90344507270277
132,ChIJu6zFktGrQjQRsEF_hRn3JWc,Kafemera 卡菲米朗精品咖啡館,"No. 11號, Lane 175, Section 1, Da'an Rd, De'an Village, Da’an District, Taipei City, Taiwan 106",4.6,334,2.0,25.036612,121.5469985,True,,,08:30:00,17:00:00,08:00:00,16:30:00,08:00:00,16:30:00,08:00:00,16:30:00,08:00:00,16:30:00,08:30:00,17:00:00,https://maps.google.com/?cid=7432618449030824368,,,,仁愛敦化路口(圓環),145.29368630966192,大安,503.01431811203514
133,ChIJsTD170irQjQR3GMN6s2BMJY,兜麥咖啡大安店,"106, Taiwan, Taipei City, Da’an District, Wolong Village, Section 2, Fuxing S Rd, 341號一樓",4.6,169,,25.0234586,121.5436651,True,09:30:00,21:30:00,09:30:00,21:30:00,09:30:00,21:30:00,09:30:00,21:30:00,09:30:00,21:30:00,09:30:00,21:30:00,09:30:00,21:30:00,https://maps.google.com/?cid=10822292625966326748,yes,,yes,大安健康服務中心,67.09971015837661,科技大樓,293.4632797024295
134,ChIJ6wg1wOurQjQRnmNkFavIXC4,昇咖啡大安店｜會議包廂・空間租借（包廂預約制）,"106, Taiwan, Taipei City, Da’an District, He'an Village, Section 1, Fuxing S Rd, 352號3樓",5.0,60,,25.035712,121.5434,True,10:00:00,17:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,17:00:00,https://maps.google.com/?cid=3340765660725928862,,,,東豐復興路口,20.421804019179508,大安,264.3894841012464
135,ChIJFeYnkuupQjQRuTktfPKcLbw,19Eats Cafe,"No. 18號, Section 2, Heping E Rd, Longmen Village, Da’an District, Taipei City, Taiwan 106",4.5,232,1.0,25.0257021,121.5359843,True,07:00:00,19:00:00,07:00:00,19:00:00,07:00:00,19:00:00,07:00:00,19:00:00,07:00:00,19:00:00,07:00:00,19:00:00,07:00:00,19:00:00,https://maps.google.com/?cid=13559666618361788857,,yes,,大安森林公園,25.437454193065683,科技大樓,755.7680864124168
138,ChIJN1y6RacCaDQRElenCbyeN2w,Melbourne Press Cafe,"No. 11號, Lane 56, Section 3, Xinsheng S Rd, Daxue Village, Da’an District, Taipei City, Taiwan 106",4.5,616,2.0,25.0204776,121.5335175,True,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,https://maps.google.com/?cid=7797875810268305170,yes,,,臺大綜合體育館,129.95396311251886,台電大樓,517.5511927779149
139,ChIJOcYtuCuqQjQRUiIKdCwPu4Y,Angle Cafe',"No. 206號, Rui'an St, Longtu Village, Da’an District, Taipei City, Taiwan 106",4.5,844,2.0,25.0281566,121.5406744,True,09:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,09:00:00,21:00:00,https://maps.google.com/?cid=9708370105327034962,,,,國北教大實小,305.0756538884045,科技大樓,361.74498823082354
142,ChIJb_SbINSrQjQR5IYvheBv2PE,有kaffe冇/台北手沖咖啡 台北咖啡豆 大安區咖啡廳 大安區咖啡豆 忠孝復興咖啡廳 忠孝復興咖啡豆,"No. 24號, Alley 36, Lane 147, Section 3, Xinyi Rd, He'an Village, Da’an District, Taipei City, Taiwan 106",4.7,401,2.0,25.0371253,121.541041,True,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,https://maps.google.com/?cid=17426801768207976164,yes,yes,,仁愛建國路口二,88.15770089144392,大安,491.07926541878584
144,ChIJY-JuuXOrQjQRZA5wqDOYtFY,Oasis Coffee Roasters - Anhe (Last Order 16:30),"No. 7-3號, Lane 199, Section 4, Xinyi Rd, Dun'an Village, Da’an District, Taipei City, Taiwan 106",4.5,754,2.0,25.0340477,121.5517744,True,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,https://maps.google.com/?cid=6247785930706390628,,,yes,捷運信義安和站(安和),76.27004736319732,信義安和,140.3038426385636
147,ChIJDXMcF5CrQjQRam-vMjrTO2E,The Quiet Light,"No. 111號, Rui'an St, Longzhen Village, Da’an District, Taipei City, Taiwan 106",4.7,427,,25.0273704,121.54016,True,09:00:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,09:00:00,17:00:00,https://maps.google.com/?cid=7006425892216860522,,yes,,國北教大實小,223.64062800422965,科技大樓,361.48403210391285
